1, 3600, 96696, 0, 3168, 10900, 677, 0, 0, 0, 0, 34308, 2048, 128200, 2488.655518, 409.999786, 0.000000, 442.016327, 1763.263672, 5932.233398
2, 3600, 408, 0, 0, 0, 0, 0, 0, 10872, 0, 2432, 0, 0, 330.012756, 0.000000, 465.361694, 8.198359, 485.818329, 1927.745361
1, 3600, 1824280, 0, 17200, 9992, 27, 0, 0, 0, 0, 41219, 9950, 131800, 26452.960938, 821.752197, 0.000000, 1021.229492, 1806.109985, 31239.072266
2, 3600, 355688, 0, 160, 64, 7, 0, 80127, 31122, 0, 29400, 5065, 94392, 6832.873535, 15.803602, 2398.886230, 374.506439, 1618.895996, 12105.670898
3, 3600, 24152, 0, 16, 0, 0, 0, 6178, 50588, 0, 8877, 644, 25776, 1532.282715, 1.373355, 2001.969971, 60.424259, 980.937683, 4895.494629
2, 3600, 76408, 0, 128, 168, 9, 0, 40302, 37669, 0, 13859, 2112, 41400, 1985.289307, 20.819187, 2274.544189, 141.884903, 978.354736, 6151.844727
3, 3600, 31864, 0, 0, 0, 0, 0, 9670, 61537, 0, 6544, 1048, 33748, 1735.263550, 0.000000, 2761.953125, 65.862541, 1081.855835, 6019.969238
3, 3600, 31288, 0, 0, 4, 0, 0, 8537, 54097, 0, 8736, 794, 24348, 1544.990479, 1.109376, 2215.411377, 70.453758, 857.506226, 5027.017578
3, 3600, 31608, 0, 0, 0, 1, 0, 10728, 60175, 0, 7480, 1032, 26736, 1656.036743, 0.783581, 2166.052490, 69.449638, 895.458923, 5113.806152
3, 3600, 13288, 0, 0, 0, 0, 0, 1652, 60995, 0, 2816, 772, 25440, 1323.895386, 0.000000, 2518.666992, 32.272163, 907.621948, 5117.633789
2, 3600, 104360, 0, 112, 152, 4, 0, 44270, 37259, 0, 16164, 2841, 54900, 2538.017822, 21.940258, 2774.729248, 182.407211, 1126.169067, 7344.367676
3, 3600, 14296, 0, 0, 0, 1, 0, 1792, 46775, 0, 3568, 540, 22540, 1377.688477, 0.462797, 2091.273193, 32.235405, 865.886658, 4694.129395
3, 3600, 7688, 0, 0, 0, 0, 0, 577, 42995, 0, 1880, 256, 11616, 1081.093994, 0.000000, 1871.339233, 15.457757, 686.825989, 3947.533936
3, 3600, 14104, 0, 0, 0, 0, 0, 1467, 46152, 0, 3024, 752, 27456, 1380.059326, 0.000000, 1973.264893, 32.933777, 932.980591, 4618.427734
3, 3600, 9672, 0, 0, 0, 0, 0, 146, 46145, 0, 1952, 340, 23176, 1245.265015, 0.000000, 1956.201538, 17.831890, 882.562439, 4473.632324
2, 3600, 168040, 0, 352, 296, 5, 0, 57359, 34941, 0, 20418, 3891, 74148, 3589.427490, 38.199974, 3112.275391, 256.052094, 1361.281738, 9096.278320
3, 3600, 45624, 0, 0, 0, 0, 0, 15416, 55349, 0, 8048, 1556, 40396, 1947.293091, 0.000000, 2657.492920, 157.573227, 1105.877930, 6262.951172
3, 3600, 11464, 0, 0, 0, 0, 0, 855, 61792, 0, 3792, 508, 24300, 1335.199707, 0.000000, 2538.985107, 28.830421, 897.124634, 5105.066406
3, 3600, 11256, 0, 0, 0, 0, 0, 1497, 52286, 0, 2592, 348, 21220, 1331.834839, 0.000000, 2131.048584, 21.210142, 854.156372, 4631.429199
3, 3600, 11192, 0, 0, 0, 0, 0, 950, 53732, 0, 2256, 376, 26312, 1298.700562, 0.000000, 2153.607178, 19.816738, 931.806030, 4698.765625
3, 3600, 9224, 0, 0, 0, 0, 0, 1063, 52715, 0, 2552, 276, 16892, 1195.944580, 0.000000, 2203.507324, 18.551981, 781.159729, 4486.284668
2, 3600, 208840, 0, 304, 472, 7, 0, 57993, 33342, 0, 22091, 4956, 82500, 4250.099609, 46.752533, 2888.816162, 302.251617, 1513.346558, 9757.174805
3, 3600, 64872, 0, 16, 0, 1, 0, 20291, 56602, 0, 9604, 1964, 45224, 2285.069824, 1.366672, 2720.359863, 113.325142, 1153.464111, 6739.811035
3, 3600, 13448, 0, 0, 0, 0, 0, 1117, 49149, 0, 3728, 640, 25360, 1379.437744, 0.000000, 2240.389160, 34.462513, 902.222107, 4861.621582
3, 3600, 15384, 0, 0, 0, 0, 0, 1983, 59153, 0, 4160, 708, 27944, 1384.490112, 0.000000, 2597.207275, 36.946915, 1027.653442, 5358.192871
3, 3600, 12616, 0, 0, 0, 0, 0, 1023, 53152, 0, 3824, 488, 24084, 1447.056274, 0.000000, 2222.791016, 30.912172, 887.215454, 4897.355469
3, 3600, 12648, 0, 0, 0, 0, 0, 1678, 54093, 0, 4400, 564, 18352, 1331.945068, 0.000000, 2077.457764, 35.616997, 798.226440, 4547.847168
2, 3600, 193928, 0, 240, 188, 0, 0, 58311, 30918, 0, 26173, 4587, 78792, 3953.981445, 27.224833, 2725.966797, 294.419159, 1403.493164, 9167.026367
3, 3600, 38808, 0, 0, 0, 0, 0, 11028, 50640, 0, 7384, 1452, 39316, 1852.037109, 0.000000, 2454.378418, 81.664474, 1168.838379, 5934.777832
3, 3600, 14520, 0, 0, 0, 0, 0, 1157, 44142, 0, 5832, 768, 26080, 1327.888550, 0.000000, 1888.581421, 45.185371, 976.978027, 4559.702637
3, 3600, 12248, 0, 0, 0, 0, 0, 1590, 48303, 0, 4776, 660, 21760, 1451.766113, 0.000000, 2003.896362, 36.435665, 1103.672485, 4913.234375
2, 3600, 192360, 0, 192, 224, 2, 0, 69823, 34131, 0, 25316, 4920, 82192, 4004.825439, 29.816162, 2895.861816, 307.522827, 1488.181763, 9488.782227
3, 3600, 44872, 0, 16, 0, 0, 0, 12139, 62282, 0, 8483, 1604, 43768, 1997.923462, 1.288146, 2757.993408, 91.555298, 1163.042480, 6402.548828
3, 3600, 14024, 0, 0, 0, 0, 0, 1808, 53000, 0, 4328, 768, 25480, 1358.157471, 0.000000, 2138.368164, 38.517418, 902.120178, 4765.786133
3, 3600, 13848, 0, 0, 0, 0, 0, 2273, 61076, 0, 3688, 612, 24588, 1339.513550, 0.000000, 2517.836670, 32.491028, 937.752197, 5202.544434
2, 3600, 202792, 0, 304, 176, 4, 0, 67492, 32419, 0, 27027, 5313, 84904, 4156.820312, 29.821175, 2770.764648, 322.868652, 1509.293335, 9563.625000
3, 3600, 37384, 0, 0, 0, 0, 0, 11301, 62270, 0, 8352, 1232, 36884, 1808.838257, 0.000000, 2565.722168, 79.454079, 1108.621216, 5950.785645
3, 3600, 16584, 0, 0, 0, 0, 0, 2376, 63594, 0, 4736, 912, 28596, 1431.144043, 0.000000, 2496.965820, 45.003258, 952.666992, 5266.428711
3, 3600, 14072, 0, 0, 0, 0, 0, 2056, 61573, 0, 4648, 624, 24348, 1345.354492, 0.000000, 2350.688477, 38.099728, 899.801208, 4963.757812
2, 3600, 234808, 0, 256, 420, 5, 0, 62003, 29608, 0, 25473, 5776, 90672, 4738.768066, 42.325050, 2662.065674, 340.907715, 1577.595093, 10137.647461
3, 3600, 38888, 0, 16, 0, 1, 0, 11885, 63519, 0, 8692, 1236, 35308, 1806.637939, 1.816103, 2645.911133, 85.796234, 1041.271729, 5960.001465
3, 3600, 15688, 0, 0, 0, 0, 0, 1718, 62711, 0, 3960, 672, 32668, 1431.352905, 0.000000, 2464.996094, 35.252777, 1087.018433, 5333.288574
3, 3600, 15000, 0, 0, 0, 0, 0, 2597, 58058, 0, 5408, 636, 19832, 1362.514771, 0.000000, 2282.979736, 40.380299, 825.603271, 4839.820312
2, 3600, 255656, 0, 336, 404, 0, 0, 69346, 32547, 0, 26124, 5766, 91028, 5034.712891, 40.383640, 2680.241699, 345.981750, 1542.272217, 10421.595703
